# Time-averaged data for fix ave_n
# TimeStep v_n_na_l v_n_cl_l v_n_na_r v_n_cl_r
5000 400 399 398 400
10000 400 399 400 399
15000 400 399 400 399
20000 399 399 398 399
25000 399 399 397 399
30000 399 398 397 399
35000 398 398 395 399
40000 398 398 396 398
45000 398 398 396 399
50000 399 398 397 399
55000 396 397 396 398
60000 397 396 396 398
65000 397 396 395 399
70000 397 396 396 399
75000 397 396 396 398
80000 397 396 397 397
85000 396 395 395 399
90000 396 395 395 400
95000 397 396 395 399
100000 396 397 395 398
105000 397 396 395 398
110000 396 396 396 398
115000 398 396 395 398
120000 395 395 395 399
125000 395 395 395 399
130000 396 395 394 399
135000 395 395 395 400
140000 394 395 394 399
145000 394 395 395 399
150000 394 394 394 400
155000 394 395 394 400
160000 394 395 393 400
165000 395 393 393 400
170000 396 394 394 399
175000 396 394 393 399
180000 396 393 393 399
185000 396 394 392 398
190000 396 394 393 398
195000 396 394 393 398
200000 396 393 392 398
205000 395 393 392 398
210000 395 394 391 399
215000 396 395 391 399
220000 394 395 391 399
225000 394 393 391 399
230000 394 394 391 399
235000 394 395 391 399
240000 394 394 392 399
245000 394 395 392 399
250000 394 394 392 399
255000 394 394 392 399
260000 395 394 392 398
265000 394 394 392 398
270000 394 394 391 398
275000 393 394 392 398
280000 392 393 392 399
285000 393 394 392 398
290000 394 395 392 398
295000 394 395 392 398
300000 394 395 391 397
305000 394 395 391 398
310000 393 395 393 398
315000 393 394 391 397
320000 394 394 391 398
325000 393 394 392 396
330000 393 393 392 397
335000 392 394 390 397
340000 393 394 391 396
345000 391 394 391 396
350000 393 393 390 395
355000 395 393 390 394
360000 394 394 390 394
365000 395 393 390 395
370000 395 393 389 395
375000 393 393 389 395
380000 394 394 390 395
385000 392 396 391 395
390000 392 395 390 394
395000 393 395 391 395
400000 393 395 391 395
405000 394 393 391 395
410000 392 393 390 394
415000 393 394 389 396
420000 393 393 390 394
425000 392 394 390 395
430000 391 394 390 396
435000 391 394 390 396
440000 391 395 391 396
445000 390 394 392 395
450000 391 394 391 395
455000 391 395 389 396
460000 392 393 390 396
465000 392 393 391 395
470000 392 393 392 395
475000 392 393 391 395
480000 391 393 393 395
485000 391 392 391 394
490000 391 392 390 394
495000 390 392 391 393
500000 389 392 389 393
505000 391 390 389 393
510000 391 391 392 393
515000 391 392 390 392
520000 391 391 392 393
525000 390 391 391 395
530000 390 391 393 394
535000 390 391 393 394
540000 390 392 390 394
545000 392 392 389 394
550000 392 392 393 393
555000 389 391 393 394
560000 391 392 394 394
565000 391 393 395 393
570000 391 393 394 394
575000 391 393 394 393
580000 391 393 393 393
585000 390 393 393 393
590000 390 392 392 393
595000 390 392 392 394
600000 391 392 391 394
605000 390 392 393 395
610000 389 391 392 395
615000 389 391 393 394
620000 390 391 393 395
625000 390 391 393 395
630000 388 391 392 395
635000 387 392 391 395
640000 387 392 391 395
645000 387 392 390 395
650000 387 392 389 395
655000 386 391 389 395
660000 386 390 390 394
665000 387 391 391 393
670000 388 391 392 394
675000 388 391 392 393
680000 389 391 392 393
685000 388 391 390 393
690000 387 391 392 393
695000 384 391 389 393
700000 385 392 391 394
705000 385 392 391 393
710000 385 392 389 395
715000 385 392 389 395
720000 386 392 389 395
725000 387 392 390 393
730000 387 392 390 394
735000 385 392 390 394
740000 386 392 389 394
745000 385 393 389 394
750000 385 392 387 392
755000 385 391 389 391
760000 383 391 389 392
765000 384 393 388 391
770000 386 392 389 392
775000 385 392 388 392
780000 387 392 389 392
785000 386 392 388 393
790000 387 392 387 393
795000 387 392 388 393
800000 387 392 388 392
