# Time-averaged data for fix ave_n
# TimeStep v_n_na_l v_n_cl_l v_n_na_r v_n_cl_r
5000 399 400 400 400
10000 398 399 399 398
15000 398 399 399 398
20000 399 400 399 398
25000 398 398 398 398
30000 398 398 399 398
35000 399 398 399 399
40000 397 398 399 399
45000 398 398 398 397
50000 398 398 398 398
55000 398 397 397 397
60000 398 397 397 396
65000 398 397 399 396
70000 398 397 397 397
75000 398 398 398 396
80000 399 398 397 396
85000 399 397 397 395
90000 399 396 398 394
95000 399 396 398 395
100000 399 396 398 395
105000 398 396 398 395
110000 399 395 398 395
115000 399 394 399 395
120000 399 395 398 396
125000 399 395 398 394
130000 399 394 398 395
135000 398 396 399 394
140000 397 394 398 395
145000 398 392 398 394
150000 398 393 397 393
155000 398 393 396 394
160000 398 393 396 393
165000 398 393 395 393
170000 397 395 396 394
175000 398 394 396 393
180000 398 394 396 393
185000 398 394 396 393
190000 397 394 396 394
195000 396 394 397 395
200000 396 394 396 394
205000 396 394 396 394
210000 396 393 396 394
215000 397 395 396 394
220000 397 396 395 394
225000 397 395 396 394
230000 398 394 396 394
235000 398 395 397 394
240000 399 395 397 394
245000 399 395 397 394
250000 398 395 396 393
255000 397 395 396 393
260000 397 396 396 393
265000 396 394 395 393
270000 396 395 396 392
275000 395 394 397 394
280000 396 394 396 396
285000 395 394 396 394
290000 397 393 396 393
295000 396 394 397 393
300000 398 393 398 393
305000 398 392 398 394
310000 396 392 398 393
315000 396 392 397 393
320000 396 391 398 393
325000 396 389 398 394
330000 396 389 398 394
335000 396 389 398 392
340000 396 389 398 392
345000 396 389 398 391
350000 396 389 397 393
355000 395 389 397 393
360000 396 388 397 394
365000 395 389 397 393
370000 396 389 397 394
375000 396 390 398 393
380000 396 391 398 393
385000 395 390 397 391
390000 395 391 397 392
395000 396 391 397 391
400000 395 392 397 391
405000 395 391 397 391
410000 394 392 396 390
415000 395 392 397 390
420000 395 392 396 391
425000 394 392 396 391
430000 396 393 396 391
435000 396 393 396 391
440000 396 393 396 391
445000 395 394 396 391
450000 393 393 394 393
455000 393 393 396 393
460000 393 395 393 393
465000 394 393 394 392
470000 393 392 395 392
475000 394 393 395 392
480000 393 394 394 391
485000 392 394 394 392
490000 393 394 393 391
495000 392 393 395 390
500000 394 394 395 392
505000 393 394 395 393
510000 393 394 394 393
515000 394 393 396 393
520000 394 392 396 392
525000 392 393 396 393
530000 393 393 396 392
535000 393 393 396 392
540000 394 393 394 391
545000 394 394 394 390
550000 394 394 394 390
555000 394 394 394 390
560000 394 394 395 390
565000 394 393 394 389
570000 396 393 396 389
575000 395 392 396 389
580000 394 392 396 389
585000 396 392 394 389
590000 396 391 395 391
595000 395 390 395 390
600000 396 390 395 389
605000 395 390 394 390
610000 394 390 394 390
615000 396 390 395 390
620000 394 391 395 390
625000 395 390 395 390
630000 395 390 395 390
635000 394 390 394 392
640000 395 392 394 390
645000 395 390 394 390
650000 395 392 394 390
655000 395 392 394 391
660000 395 392 394 391
665000 395 391 395 391
670000 395 391 395 389
675000 394 391 395 391
680000 394 391 395 391
685000 394 392 394 391
690000 394 392 394 391
695000 393 391 394 390
700000 392 390 394 390
705000 393 391 392 390
710000 392 390 393 390
715000 394 389 394 390
720000 394 388 393 390
725000 394 389 392 390
730000 394 389 393 390
735000 392 390 393 390
740000 393 389 393 390
745000 392 390 393 391
750000 391 390 393 391
755000 390 390 393 391
760000 389 390 392 391
765000 390 390 392 391
770000 390 391 392 390
775000 390 390 392 389
780000 391 390 391 391
785000 391 390 393 391
790000 390 390 392 390
795000 389 391 392 389
800000 390 391 392 390
805000 390 389 392 390
810000 390 390 392 389
815000 389 391 392 389
820000 389 390 392 390
825000 388 390 392 390
830000 388 391 392 390
835000 389 392 392 391
840000 389 391 394 392
845000 389 391 394 391
850000 390 391 392 392
855000 390 392 392 391
860000 389 392 392 391
865000 391 392 393 390
870000 390 390 394 390
875000 391 391 394 390
880000 390 391 393 390
885000 391 390 392 391
890000 389 390 393 391
895000 386 391 391 391
900000 386 391 391 391
905000 386 390 390 391
910000 387 390 390 391
915000 387 390 390 391
920000 387 390 389 391
925000 387 391 389 391
930000 388 391 390 391
935000 386 391 390 391
940000 385 391 391 390
945000 386 392 391 390
950000 388 392 391 390
955000 388 391 392 390
960000 389 390 392 390
965000 389 391 393 391
970000 389 390 393 391
975000 391 392 393 390
980000 390 391 393 390
985000 390 391 393 390
990000 390 391 393 391
995000 390 392 392 391
1000000 390 392 393 389
1005000 390 391 393 390
1010000 391 392 392 390
1015000 390 392 391 391
1020000 391 392 390 391
1025000 391 392 392 391
1030000 390 391 390 392
1035000 392 391 390 393
1040000 392 391 391 392
1045000 391 390 391 392
1050000 391 390 392 391
1055000 391 390 391 391
1060000 390 391 391 391
1065000 390 389 391 391
1070000 390 388 392 391
1075000 390 388 392 391
1080000 390 391 391 391
1085000 389 391 391 391
1090000 390 391 390 391
1095000 389 392 389 391
1100000 390 391 392 391
1105000 389 392 392 390
1110000 389 392 391 391
1115000 389 391 393 391
1120000 389 391 393 391
1125000 388 391 394 391
1130000 388 391 393 391
1135000 388 390 392 391
1140000 388 391 392 391
1145000 387 390 392 390
1150000 387 390 392 390
1155000 388 391 392 391
1160000 389 391 392 391
1165000 389 389 392 391
1170000 389 389 392 390
1175000 389 389 392 390
1180000 388 390 393 392
1185000 387 390 393 392
1190000 387 390 392 392
1195000 386 389 392 392
1200000 386 389 393 392
1205000 385 390 393 391
1210000 385 388 393 390
1215000 384 389 393 391
1220000 388 388 393 390
1225000 388 388 393 390
1230000 387 388 393 389
1235000 388 389 394 391
1240000 387 386 393 391
