# Time-averaged data for fix ave_n
# TimeStep v_n_na_l v_n_cl_l v_n_na_r v_n_cl_r
1090000 390 388 388 389
1095000 392 388 388 390
1100000 391 387 388 390
1105000 390 388 387 390
1110000 391 387 388 390
1115000 388 387 388 390
1120000 390 387 388 389
1125000 389 387 388 389
1130000 389 387 388 389
1135000 389 387 388 388
1140000 389 387 388 388
1145000 389 388 388 388
1150000 388 388 388 388
1155000 388 387 389 389
1160000 389 387 390 389
1165000 389 386 390 389
1170000 388 386 390 389
1175000 390 386 390 389
1180000 391 387 390 388
1185000 390 386 390 388
1190000 391 387 391 387
1195000 391 386 391 387
1200000 389 385 391 389
1205000 389 385 391 389
1210000 389 386 391 389
1215000 388 386 390 388
1220000 389 386 389 388
1225000 389 386 388 388
1230000 390 386 389 388
1235000 392 386 389 388
1240000 391 387 389 388
1245000 391 387 389 388
1250000 391 387 389 388
1255000 390 387 389 388
1260000 391 387 389 389
1265000 392 386 389 388
1270000 392 386 389 389
1275000 391 386 389 389
1280000 390 386 389 388
1285000 389 386 389 388
1290000 389 386 389 388
1295000 390 386 389 388
1300000 390 385 389 388
1305000 391 385 389 387
1310000 391 384 389 388
1315000 389 384 389 388
1320000 390 383 389 388
1325000 389 383 389 388
1330000 390 383 390 387
1335000 390 383 390 388
1340000 391 383 390 388
1345000 392 383 390 388
1350000 390 384 390 388
1355000 390 385 390 388
1360000 390 385 390 387
1365000 390 384 391 387
1370000 390 384 391 387
1375000 390 384 391 388
1380000 391 384 391 388
1385000 390 384 391 388
1390000 390 384 391 388
1395000 390 383 391 388
1400000 390 384 389 389
1405000 390 384 390 389
1410000 388 385 390 389
1415000 388 384 390 389
1420000 387 384 389 389
1425000 387 384 389 389
1430000 387 384 389 389
1435000 386 384 389 389
1440000 388 383 387 389
1445000 390 382 386 388
1450000 390 383 387 388
1455000 391 383 387 388
1460000 391 381 388 388
1465000 391 381 388 388
1470000 392 382 387 388
1475000 392 382 387 388
1480000 392 382 387 387
1485000 392 383 388 387
1490000 393 383 388 387
1495000 392 383 387 389
1500000 391 383 387 389
1505000 391 382 387 389
1510000 391 381 387 389
1515000 392 382 387 389
1520000 392 381 387 389
1525000 392 383 387 389
1530000 391 383 387 389
1535000 391 382 388 389
1540000 391 383 386 388
1545000 391 383 387 389
1550000 392 384 388 389
1555000 392 383 387 389
1560000 392 383 387 390
1565000 392 384 387 390
1570000 391 383 387 390
1575000 391 383 386 388
1580000 391 383 386 388
1585000 391 383 387 389
1590000 391 383 386 389
1595000 391 383 387 388
1600000 391 383 387 389
1605000 390 383 388 389
1610000 391 383 387 389
1615000 391 384 388 389
1620000 391 384 387 389
1625000 390 385 387 388
1630000 391 385 387 388
1635000 389 384 386 388
1640000 389 385 387 387
1645000 389 385 387 388
1650000 389 385 387 388
1655000 388 384 387 388
1660000 387 384 387 388
1665000 388 385 387 388
1670000 387 384 388 387
1675000 386 382 388 387
1680000 386 382 388 387
1685000 387 382 388 388
1690000 387 382 387 388
1695000 387 382 387 388
1700000 387 383 387 388
1705000 388 383 387 388
1710000 387 383 387 388
1715000 387 383 387 388
1720000 387 384 388 387
1725000 387 385 387 387
1730000 387 385 387 388
1735000 387 385 388 387
1740000 387 383 388 387
1745000 387 384 388 387
1750000 388 385 388 387
1755000 387 385 388 387
1760000 388 384 389 386
1765000 386 383 389 387
1770000 386 383 389 387
1775000 388 384 389 388
1780000 388 385 388 388
1785000 388 386 389 388
1790000 388 385 388 387
1795000 388 384 389 387
1800000 388 384 388 387
1805000 388 384 388 387
1810000 387 385 387 387
1815000 387 385 387 387
1820000 387 384 387 387
1825000 387 384 387 387
1830000 387 386 388 387
1835000 387 386 388 387
1840000 388 386 388 387
1845000 388 386 387 387
1850000 388 385 388 387
1855000 388 385 388 386
1860000 388 383 388 387
1865000 389 384 388 387
1870000 389 381 388 387
1875000 388 381 388 387
1880000 389 381 388 387
1885000 390 382 388 387
1890000 391 382 388 387
1895000 391 382 388 387
1900000 391 383 388 387
1905000 391 384 388 386
1910000 391 384 388 386
1915000 390 381 387 386
1920000 390 383 387 387
1925000 389 384 387 387
1930000 390 384 388 387
1935000 388 385 388 387
1940000 389 384 388 387
1945000 388 384 388 387
1950000 387 384 388 387
1955000 387 384 388 387
1960000 388 384 388 387
1965000 388 384 388 387
1970000 388 384 388 387
1975000 389 384 388 387
1980000 389 384 388 387
1985000 388 384 388 387
1990000 387 384 388 387
1995000 388 384 388 387
2000000 388 384 388 387
