# Time-averaged data for fix ave_n
# TimeStep v_n_na_l v_n_cl_l v_n_na_r v_n_cl_r
5000 400 400 399 400
10000 400 400 398 400
15000 398 400 398 400
20000 398 399 398 400
25000 398 399 398 400
30000 398 400 398 400
35000 398 400 399 400
40000 397 400 399 400
45000 397 400 399 400
50000 397 399 397 400
55000 397 400 394 400
60000 397 399 395 400
65000 398 399 394 400
70000 396 399 394 399
75000 397 400 395 400
80000 396 399 395 400
85000 396 399 394 399
90000 395 397 394 399
95000 395 398 395 400
100000 395 398 394 400
105000 396 398 395 400
110000 395 397 395 399
115000 395 397 394 398
120000 397 397 395 398
125000 396 397 395 398
130000 396 396 395 398
135000 396 398 395 398
140000 396 398 394 398
145000 396 399 394 398
150000 395 398 394 398
155000 395 398 393 397
160000 395 398 394 397
165000 395 399 394 396
170000 395 398 395 396
175000 395 399 395 396
180000 394 399 394 397
185000 394 397 393 395
190000 394 397 391 396
195000 393 397 390 395
200000 393 397 390 396
205000 393 397 390 394
210000 392 397 390 395
215000 392 397 389 396
220000 392 397 389 396
225000 392 397 390 395
230000 392 396 390 396
235000 393 397 390 397
240000 393 397 390 397
245000 392 398 389 396
250000 392 396 390 396
255000 391 398 390 395
260000 391 398 389 397
265000 392 396 389 397
270000 393 395 389 395
275000 392 396 390 395
280000 393 395 390 395
285000 392 395 389 395
290000 393 396 388 394
295000 394 395 388 394
300000 394 393 390 394
305000 394 394 390 395
310000 394 394 390 394
315000 394 394 390 395
320000 394 393 390 394
325000 393 393 389 393
330000 394 393 390 393
335000 393 394 390 393
340000 393 394 391 392
345000 393 395 390 392
350000 392 395 389 394
355000 393 395 389 393
360000 393 395 389 393
365000 393 395 387 393
370000 393 395 388 393
375000 393 395 387 393
380000 394 395 388 394
385000 393 395 387 394
390000 395 395 387 394
395000 395 394 388 394
400000 394 395 387 394
405000 393 395 388 394
410000 393 393 386 395
415000 392 394 388 395
420000 392 394 387 396
425000 392 393 387 396
430000 392 394 387 395
435000 392 394 389 395
440000 394 394 389 395
445000 394 394 388 395
450000 394 395 388 394
455000 394 395 389 395
460000 394 395 389 395
465000 393 395 389 394
470000 393 395 388 393
475000 393 394 389 394
480000 393 395 389 393
485000 392 394 389 393
490000 391 393 389 394
495000 391 395 388 394
500000 392 396 390 394
505000 392 396 388 394
510000 391 395 389 394
515000 390 393 389 394
520000 390 392 388 393
525000 391 392 386 393
530000 391 393 387 393
535000 391 391 387 393
540000 391 392 387 393
545000 390 392 387 394
550000 391 392 386 394
555000 390 391 386 394
560000 390 390 386 392
565000 390 391 387 393
570000 390 392 387 393
575000 391 393 387 393
580000 390 393 386 393
585000 390 393 386 392
590000 390 393 387 392
595000 390 393 387 392
600000 390 393 386 393
605000 390 392 388 393
610000 390 392 387 393
615000 390 392 387 392
620000 390 393 387 392
625000 391 391 387 392
630000 389 391 387 393
635000 389 392 386 393
640000 390 392 387 393
645000 390 393 388 393
650000 390 392 388 393
655000 390 391 388 392
660000 391 393 389 393
665000 391 392 389 391
670000 391 391 390 391
675000 391 392 390 391
680000 391 392 390 392
685000 390 392 389 392
690000 391 393 390 392
695000 391 394 390 392
700000 390 394 390 392
705000 389 393 390 392
710000 389 393 390 392
715000 389 393 390 392
720000 389 393 390 392
725000 389 392 389 392
730000 389 395 389 392
735000 389 393 386 392
740000 389 393 387 392
745000 390 394 389 392
750000 390 394 388 392
755000 390 394 389 392
760000 390 394 388 392
765000 390 393 389 391
770000 390 393 389 391
775000 390 393 388 392
780000 390 393 387 392
785000 390 393 387 393
790000 390 393 387 393
795000 390 393 388 393
800000 390 393 388 393
