# Time-averaged data for fix ave_n
# TimeStep v_n_na_l v_n_cl_l v_n_na_r v_n_cl_r
5000 400 400 399 400
10000 398 400 398 399
15000 398 400 398 399
20000 398 400 398 399
25000 397 399 398 399
30000 397 399 397 400
35000 396 399 397 399
40000 395 399 398 399
45000 396 399 396 399
50000 396 400 397 399
55000 397 400 398 397
60000 396 399 398 398
65000 398 400 398 398
70000 397 399 397 397
75000 397 398 397 398
80000 396 398 398 398
85000 396 398 398 397
90000 395 398 398 397
95000 396 399 397 397
100000 396 398 399 398
105000 395 396 399 397
110000 393 396 399 397
115000 393 395 399 397
120000 393 397 399 396
125000 393 395 399 396
130000 394 396 399 396
135000 394 396 399 395
140000 394 396 399 395
145000 394 396 399 396
150000 394 396 398 397
155000 394 396 397 396
160000 394 396 396 397
165000 394 397 396 397
170000 394 397 397 398
175000 394 397 396 398
180000 394 397 396 397
185000 394 397 397 398
190000 394 397 397 397
195000 392 397 397 396
200000 393 396 397 396
205000 393 396 397 395
210000 391 396 397 395
215000 392 398 397 396
220000 392 397 397 395
225000 394 397 397 395
230000 393 397 397 395
235000 393 397 397 396
240000 393 397 397 397
245000 393 396 397 396
250000 393 396 397 397
255000 393 397 397 397
260000 393 396 397 396
265000 392 396 397 396
270000 394 397 397 396
275000 394 397 397 396
280000 393 398 397 396
285000 393 397 398 396
290000 393 396 398 397
295000 393 397 397 396
300000 394 396 396 395
305000 394 396 395 395
310000 394 396 396 395
315000 394 395 397 395
320000 394 393 398 395
325000 394 393 398 395
330000 393 394 398 396
335000 392 393 398 394
340000 393 393 398 395
345000 392 394 398 395
350000 393 393 398 395
355000 392 394 397 395
360000 392 395 397 395
365000 392 394 397 395
370000 390 395 395 395
375000 391 395 395 394
380000 390 394 395 395
385000 390 394 395 394
390000 390 395 395 394
395000 390 396 396 393
400000 391 396 396 395
405000 392 396 396 395
410000 393 396 395 395
415000 392 395 395 394
420000 392 396 395 394
425000 392 396 395 393
430000 390 396 395 393
435000 392 396 395 393
440000 392 396 395 393
445000 393 396 395 393
450000 392 396 395 394
455000 391 396 395 394
460000 391 395 395 393
465000 391 395 395 394
470000 391 395 394 394
475000 392 396 394 396
480000 391 396 394 395
485000 391 395 394 395
490000 391 396 394 396
495000 391 396 394 395
500000 391 396 394 394
505000 391 396 394 394
510000 391 396 394 393
515000 391 394 394 395
520000 392 394 394 395
525000 391 395 393 396
530000 391 394 395 397
535000 392 395 394 396
540000 392 395 394 397
545000 391 393 394 397
550000 391 393 394 397
555000 390 393 395 398
560000 390 392 394 394
565000 389 392 395 395
570000 389 392 395 396
575000 390 392 395 395
580000 389 392 395 395
585000 388 393 395 395
590000 388 392 395 395
595000 388 392 395 395
600000 388 393 394 395
605000 389 393 395 395
610000 388 392 395 395
615000 389 392 395 395
620000 389 393 395 394
625000 387 393 395 394
630000 390 393 395 394
635000 389 393 394 394
640000 388 393 394 393
645000 389 393 394 393
650000 389 393 394 393
655000 388 394 394 393
660000 389 394 394 393
665000 389 394 394 392
670000 389 394 395 393
675000 388 394 395 394
680000 388 394 395 393
685000 388 393 394 393
690000 390 392 395 393
695000 389 392 396 392
700000 388 392 396 393
705000 388 392 395 393
710000 388 392 395 392
715000 388 392 394 392
720000 388 391 392 393
725000 388 391 393 393
730000 388 391 393 393
735000 387 392 394 393
740000 387 392 393 393
745000 388 392 393 393
750000 389 390 392 393
755000 389 391 392 393
760000 388 391 391 393
765000 389 392 391 393
770000 388 392 391 394
775000 388 393 391 394
780000 388 392 390 394
785000 389 392 391 394
790000 388 392 391 394
795000 388 392 392 394
800000 389 391 392 393
