# Time-averaged data for fix ave_n
# TimeStep v_n_na_l v_n_cl_l v_n_na_r v_n_cl_r
5000 399 400 399 400
10000 399 400 399 399
15000 398 400 399 399
20000 397 399 399 399
25000 396 398 400 398
30000 397 398 399 399
35000 397 398 398 397
40000 397 398 397 398
45000 397 398 397 397
50000 397 398 397 396
55000 397 398 397 396
60000 398 398 396 397
65000 397 399 396 396
70000 397 399 397 397
75000 397 399 396 396
80000 397 398 397 395
85000 398 399 397 396
90000 397 398 395 396
95000 398 398 395 395
100000 397 397 395 396
105000 397 397 395 396
110000 397 396 395 396
115000 397 396 397 395
120000 397 397 396 396
125000 397 396 396 397
130000 397 397 395 396
135000 397 397 396 396
140000 397 398 396 395
145000 397 397 396 396
150000 397 397 395 396
155000 397 397 395 397
160000 398 397 395 396
165000 397 396 393 395
170000 397 397 394 395
175000 398 395 394 395
180000 398 394 394 395
185000 397 395 393 396
190000 397 394 393 396
195000 397 395 393 395
200000 399 395 392 395
205000 398 394 393 394
210000 398 393 393 395
215000 396 393 392 395
220000 397 393 393 395
225000 397 393 393 395
230000 397 392 393 396
235000 397 392 393 396
240000 397 392 394 395
245000 397 392 394 395
250000 397 392 393 395
255000 397 392 393 395
260000 398 392 393 395
265000 398 392 393 395
270000 398 392 393 394
275000 398 392 394 395
280000 398 393 394 395
285000 398 394 394 395
290000 398 395 394 396
295000 398 394 395 395
300000 397 394 394 395
305000 397 392 393 395
310000 397 393 394 395
315000 397 393 393 395
320000 397 393 393 396
325000 397 392 393 396
330000 397 391 393 396
335000 397 389 393 395
340000 397 390 394 396
345000 397 391 394 396
350000 397 390 393 396
355000 397 389 394 396
360000 397 390 394 396
365000 397 391 394 396
370000 397 391 395 396
375000 397 391 395 396
380000 397 390 394 396
385000 397 392 396 396
390000 397 392 394 396
395000 397 392 396 396
400000 397 392 395 396
405000 397 391 394 395
410000 397 391 394 395
415000 397 391 394 395
420000 397 390 393 395
425000 397 391 393 395
430000 396 392 392 394
435000 396 392 394 395
440000 396 392 392 395
445000 396 392 392 395
450000 396 392 391 395
455000 396 392 391 394
460000 396 391 392 394
465000 396 391 394 394
470000 396 391 392 395
475000 396 392 392 394
480000 396 392 391 395
485000 396 392 391 395
490000 396 392 390 395
495000 395 391 390 394
500000 395 391 389 395
505000 394 391 390 396
510000 395 392 389 396
515000 395 391 390 396
520000 394 391 389 394
525000 395 391 389 394
530000 393 391 390 394
535000 393 391 389 395
540000 394 391 390 395
545000 394 391 389 395
550000 395 390 389 395
555000 394 389 389 394
560000 394 390 390 393
565000 394 391 389 393
570000 395 390 388 393
575000 394 389 388 395
580000 394 390 388 395
585000 394 389 390 394
590000 395 389 388 394
595000 395 389 389 393
600000 395 388 389 394
605000 395 388 391 395
610000 394 389 389 395
615000 394 389 391 394
620000 394 390 392 394
625000 393 390 392 393
630000 394 390 392 392
635000 393 388 391 391
640000 393 388 390 391
645000 394 389 390 392
650000 392 390 390 391
655000 392 390 391 390
660000 392 390 392 391
665000 392 389 391 392
670000 392 389 391 388
675000 392 389 391 388
680000 392 388 390 388
685000 393 389 390 389
690000 393 389 391 388
695000 393 389 392 388
700000 390 390 393 390
705000 390 391 393 389
710000 389 390 392 388
715000 390 390 391 389
720000 390 389 392 389
725000 389 388 391 390
730000 389 389 389 389
735000 390 389 389 389
740000 389 389 388 389
745000 390 390 389 389
750000 390 391 389 389
755000 390 389 388 389
760000 390 390 388 389
765000 390 391 389 389
770000 390 389 390 390
775000 389 389 389 390
780000 390 390 388 390
785000 391 390 390 391
790000 391 390 391 391
795000 391 390 392 390
800000 391 389 390 391
