# Time-averaged data for fix ave_n
# TimeStep v_n_na_l v_n_cl_l v_n_na_r v_n_cl_r
5000 400 400 400 400
10000 400 400 400 398
15000 400 400 400 398
20000 400 400 400 399
25000 400 399 400 398
30000 400 398 400 398
35000 399 398 399 397
40000 399 398 399 395
45000 399 398 399 395
50000 399 399 399 395
55000 399 400 399 395
60000 399 399 398 395
65000 399 400 399 394
70000 399 399 399 395
75000 399 400 399 395
80000 398 400 398 395
85000 397 399 398 395
90000 397 399 398 395
95000 397 399 399 396
100000 397 399 399 395
105000 398 399 398 394
110000 399 399 398 394
115000 398 399 400 394
120000 398 399 400 392
125000 398 399 399 394
130000 399 399 399 393
135000 398 399 399 394
140000 397 399 400 394
145000 397 399 399 393
150000 397 399 398 393
155000 397 399 398 393
160000 397 399 398 394
165000 397 399 398 393
170000 396 399 398 392
175000 395 399 398 393
180000 396 399 399 394
185000 396 399 399 393
190000 397 399 399 394
195000 395 399 399 393
200000 395 399 399 393
205000 395 400 399 393
210000 395 400 399 393
215000 395 400 398 393
220000 395 400 398 393
225000 395 399 398 393
230000 394 398 399 393
235000 394 398 399 393
240000 394 397 398 393
245000 395 398 398 393
250000 395 398 398 393
255000 395 398 399 393
260000 395 399 398 393
265000 396 399 399 393
270000 395 399 399 392
275000 395 398 399 392
280000 395 397 399 393
285000 395 397 399 393
290000 396 397 399 393
295000 395 398 399 393
300000 395 398 399 393
305000 394 398 399 393
310000 394 398 399 393
315000 394 396 399 393
320000 395 397 399 392
325000 394 396 398 393
330000 394 396 399 393
335000 394 396 398 393
340000 392 396 398 393
345000 393 397 398 392
350000 393 397 398 392
355000 393 395 398 391
360000 393 395 398 391
365000 395 395 398 391
370000 394 394 397 391
375000 393 396 398 391
380000 392 395 398 391
385000 392 395 398 391
390000 393 395 398 391
395000 393 395 398 391
400000 393 396 398 391
405000 392 395 398 391
410000 393 395 398 391
415000 394 395 398 391
420000 393 394 398 391
425000 394 394 397 390
430000 393 396 396 390
435000 392 396 397 390
440000 393 396 397 390
445000 392 396 397 391
450000 392 396 395 391
455000 392 396 395 391
460000 392 396 395 391
465000 392 396 394 391
470000 392 396 395 391
475000 392 396 395 391
480000 392 396 395 390
485000 393 396 396 392
490000 392 396 395 391
495000 393 395 395 392
500000 393 396 394 391
505000 393 396 394 391
510000 393 396 394 391
515000 393 396 394 391
520000 395 396 394 390
525000 393 396 394 391
530000 395 396 394 391
535000 394 396 394 391
540000 394 395 394 391
545000 395 396 394 391
550000 395 396 393 391
555000 395 396 394 390
560000 393 395 394 390
565000 393 396 394 390
570000 394 395 394 390
575000 392 395 394 390
580000 392 395 394 391
585000 391 394 394 390
590000 393 394 394 390
595000 394 395 394 390
600000 393 395 394 390
605000 391 395 394 390
610000 391 395 394 390
615000 391 395 394 391
620000 392 395 394 391
625000 392 394 394 392
630000 392 394 394 392
635000 391 393 394 392
640000 390 393 395 391
645000 392 393 395 392
650000 392 393 395 392
655000 391 393 394 392
660000 391 393 394 393
665000 391 393 394 392
670000 391 393 395 392
675000 391 393 395 391
680000 391 393 394 392
685000 390 392 394 392
690000 392 392 394 392
695000 392 392 394 392
700000 393 393 395 392
705000 391 393 394 392
710000 391 393 393 392
715000 392 392 394 392
720000 391 392 394 392
725000 391 392 395 392
730000 390 391 394 392
735000 390 392 393 392
740000 390 392 393 392
745000 390 392 394 392
750000 390 392 393 392
755000 390 392 394 392
760000 390 392 394 392
765000 390 392 394 390
770000 390 392 394 390
775000 389 392 395 391
780000 390 392 394 391
785000 391 392 394 391
790000 392 392 394 391
795000 391 393 393 391
800000 391 393 393 391
