# Time-averaged data for fix ave_n
# TimeStep v_n_na_l v_n_cl_l v_n_na_r v_n_cl_r
5000 399 399 399 400
10000 400 399 399 400
15000 399 399 398 400
20000 400 399 397 400
25000 400 400 398 400
30000 400 399 397 400
35000 399 399 397 400
40000 400 399 398 400
45000 399 399 398 400
50000 399 399 397 400
55000 399 398 397 400
60000 399 397 396 400
65000 399 397 396 399
70000 397 396 398 399
75000 397 397 398 399
80000 395 397 397 399
85000 395 397 397 399
90000 395 397 398 399
95000 395 396 398 399
100000 395 396 398 398
105000 395 396 398 398
110000 395 395 398 398
115000 396 397 399 398
120000 397 397 398 398
125000 398 397 400 397
130000 398 396 398 398
135000 396 398 398 398
140000 394 397 397 396
145000 395 394 396 397
150000 395 394 396 396
155000 394 394 397 397
160000 395 396 397 397
165000 393 394 396 397
170000 397 397 396 397
175000 395 396 397 398
180000 392 395 397 397
185000 392 396 397 397
190000 392 396 396 397
195000 392 394 396 396
200000 393 395 396 395
205000 392 396 395 394
210000 392 396 395 394
215000 391 396 395 395
220000 392 396 395 395
225000 392 396 396 395
230000 391 396 394 395
235000 391 396 395 396
240000 391 395 396 396
245000 391 396 395 395
250000 391 395 395 396
255000 391 395 394 396
260000 391 395 396 396
265000 392 395 395 396
270000 392 394 395 396
275000 394 394 397 396
280000 392 393 395 396
285000 391 393 395 395
290000 390 393 395 395
295000 391 393 395 396
300000 391 394 395 396
305000 391 394 395 396
310000 391 395 395 396
315000 390 395 395 396
320000 390 395 394 396
325000 389 396 395 396
330000 389 396 396 396
335000 390 395 395 395
340000 393 395 397 395
345000 393 395 397 395
350000 393 395 396 395
355000 394 394 397 395
360000 392 393 397 395
365000 392 394 396 396
370000 392 394 393 395
375000 390 393 393 393
380000 388 394 393 393
385000 390 393 395 393
390000 390 392 394 392
395000 390 393 395 392
400000 390 393 395 392
405000 390 393 395 392
410000 391 393 395 394
415000 391 393 396 393
420000 391 395 395 393
425000 391 394 394 393
430000 390 394 394 392
435000 390 394 395 392
440000 390 394 394 392
445000 390 394 394 394
450000 389 394 393 393
455000 389 394 394 392
460000 389 394 394 392
465000 389 394 395 392
470000 389 395 393 392
475000 389 395 395 393
480000 388 394 395 393
485000 389 396 394 394
490000 389 396 394 393
495000 390 396 394 395
500000 391 395 396 395
505000 390 396 395 394
510000 390 396 396 393
515000 390 395 396 393
520000 391 395 395 394
525000 390 396 395 394
530000 388 396 396 394
535000 388 396 395 394
540000 388 396 395 394
545000 389 395 395 394
550000 389 396 394 394
555000 390 394 394 394
560000 387 395 394 394
565000 387 395 394 394
570000 388 395 395 394
575000 390 395 395 394
580000 387 395 394 394
585000 387 395 394 394
590000 389 395 393 394
595000 389 395 393 394
600000 390 394 394 395
605000 390 394 394 394
610000 390 396 395 394
615000 391 395 395 392
620000 391 395 394 393
625000 390 395 393 394
630000 391 395 392 393
635000 393 395 392 395
640000 392 394 391 394
645000 391 394 392 394
650000 391 394 392 395
655000 391 393 392 395
660000 390 393 392 394
665000 391 393 392 393
670000 391 393 392 393
675000 391 393 392 393
680000 390 393 392 393
685000 390 393 391 393
690000 392 392 392 393
695000 392 393 391 393
700000 392 392 391 394
705000 391 392 391 392
710000 392 392 392 393
715000 391 392 393 393
720000 391 392 393 393
725000 392 393 393 393
730000 391 393 393 393
735000 390 392 393 392
740000 391 392 393 392
745000 392 392 393 392
750000 392 392 393 392
755000 391 392 393 392
760000 391 391 393 391
765000 391 390 392 391
770000 391 391 392 392
775000 390 391 392 392
780000 389 391 392 392
785000 390 391 392 392
790000 390 392 392 393
795000 390 392 392 392
800000 391 392 392 392
