# Time-averaged data for fix ave_n
# TimeStep v_n_na_l v_n_cl_l v_n_na_r v_n_cl_r
5000 399 400 399 399
10000 400 399 398 399
15000 399 400 397 399
20000 399 399 398 399
25000 400 399 397 399
30000 400 398 397 399
35000 400 398 398 398
40000 399 397 398 397
45000 399 397 397 398
50000 399 397 397 398
55000 399 397 395 397
60000 399 397 395 398
65000 398 397 395 397
70000 399 396 395 398
75000 399 397 396 398
80000 399 397 396 398
85000 399 397 395 398
90000 398 396 397 398
95000 398 396 398 398
100000 398 396 398 398
105000 398 396 398 397
110000 398 396 398 398
115000 398 394 398 398
120000 398 395 398 398
125000 398 395 397 398
130000 398 395 397 397
135000 399 395 398 399
140000 399 395 398 399
145000 398 395 397 398
150000 398 394 397 398
155000 397 394 397 398
160000 397 394 397 398
165000 397 392 397 398
170000 397 394 396 398
175000 398 393 396 398
180000 398 395 396 398
185000 398 394 395 398
190000 398 394 395 398
195000 399 395 395 398
200000 399 394 396 398
205000 398 393 396 398
210000 398 394 396 398
215000 399 393 396 398
220000 399 393 396 398
225000 399 394 395 398
230000 399 394 394 397
235000 399 394 394 397
240000 399 394 395 398
245000 399 395 395 397
250000 399 396 394 397
255000 399 395 394 397
260000 400 395 394 397
265000 399 395 395 398
270000 399 395 395 397
275000 399 396 394 398
280000 399 397 395 398
285000 399 395 395 398
290000 398 395 393 398
295000 398 396 394 398
300000 398 393 394 397
305000 398 394 393 397
310000 398 394 392 396
315000 399 392 394 396
320000 398 392 396 397
325000 400 394 394 396
330000 399 393 393 396
335000 399 392 393 397
340000 399 394 393 396
345000 399 394 395 394
350000 399 394 395 394
355000 399 393 392 394
360000 399 395 391 394
365000 399 395 392 394
370000 400 395 393 395
375000 399 395 394 394
380000 400 394 393 395
385000 400 395 391 396
390000 400 396 393 396
395000 399 397 391 396
400000 396 397 390 396
405000 397 397 390 396
410000 397 396 392 396
415000 397 396 391 396
420000 397 396 390 395
425000 397 395 390 394
430000 397 395 389 395
435000 397 395 389 395
440000 397 394 390 394
445000 397 394 391 394
450000 397 394 390 395
455000 397 394 390 394
460000 396 394 390 394
465000 396 394 390 394
470000 397 394 391 395
475000 398 394 390 394
480000 397 396 390 393
485000 398 396 390 393
490000 396 396 391 393
495000 396 395 391 393
500000 396 395 390 392
505000 396 396 391 392
510000 396 396 392 392
515000 396 395 392 392
520000 395 395 392 393
525000 395 394 392 393
530000 395 395 392 392
535000 396 395 392 394
540000 396 395 392 391
545000 396 395 391 392
550000 396 395 391 392
555000 397 395 389 389
560000 396 395 390 390
565000 394 396 390 389
570000 394 396 390 388
575000 394 396 390 388
580000 393 397 390 389
585000 395 396 390 390
590000 395 396 390 389
595000 397 396 389 390
600000 394 396 390 391
605000 395 396 390 392
610000 394 396 390 392
615000 394 396 390 392
620000 394 397 391 393
625000 394 397 391 392
630000 394 397 391 392
635000 394 397 390 392
640000 394 397 390 392
645000 394 397 390 392
650000 394 398 390 392
655000 394 397 390 392
660000 394 398 390 392
665000 393 398 391 391
670000 393 398 392 392
675000 393 397 392 393
680000 393 396 391 393
685000 392 396 391 393
690000 392 397 391 393
695000 392 396 390 392
700000 391 396 390 391
705000 391 396 390 391
710000 392 396 390 391
715000 391 397 388 391
720000 391 397 389 390
725000 391 397 389 391
730000 392 397 390 390
735000 390 397 390 390
740000 391 395 390 391
745000 392 395 389 391
750000 391 394 389 390
755000 391 394 388 390
760000 391 395 388 389
765000 391 395 389 389
770000 391 395 391 389
775000 391 394 391 389
780000 391 394 391 389
785000 392 394 391 389
790000 392 395 392 389
795000 392 396 392 389
800000 392 395 392 389
805000 392 395 392 389
810000 392 397 393 389
815000 392 397 392 389
820000 392 397 392 390
825000 392 396 391 390
830000 392 396 391 390
835000 391 396 391 390
840000 392 393 391 391
845000 392 395 391 390
850000 392 395 391 391
855000 392 395 391 391
860000 392 395 390 391
865000 392 395 391 390
870000 391 395 391 390
875000 390 394 390 390
880000 391 395 391 391
885000 392 395 391 391
890000 391 395 392 391
895000 390 395 393 390
900000 390 395 393 390
905000 389 395 393 390
910000 390 395 392 391
915000 391 395 394 391
920000 390 395 394 391
925000 391 395 393 391
930000 391 395 392 391
935000 391 395 393 391
940000 391 395 392 391
945000 391 396 392 390
950000 389 395 392 391
955000 390 395 391 391
960000 390 395 391 391
965000 391 395 392 391
970000 390 395 392 391
975000 390 395 391 391
980000 391 394 392 391
985000 390 393 393 391
990000 390 393 391 391
995000 390 393 391 391
1000000 390 393 391 392
1005000 390 393 392 391
1010000 390 392 391 391
1015000 391 393 391 391
1020000 390 393 391 391
1025000 390 394 390 391
1030000 390 393 390 391
1035000 390 393 390 392
1040000 390 393 390 392
1045000 391 393 390 391
1050000 389 392 390 389
1055000 390 392 390 388
1060000 389 393 390 388
1065000 391 393 390 388
1070000 390 393 390 388
1075000 390 393 390 388
1080000 391 393 391 389
1085000 391 392 392 386
1090000 390 392 390 386
1095000 391 393 392 386
1100000 391 393 392 386
1105000 390 393 392 386
1110000 391 393 392 386
1115000 392 393 392 386
1120000 391 394 392 387
1125000 392 395 391 387
1130000 392 394 391 387
1135000 391 394 391 387
1140000 391 394 392 387
1145000 391 391 392 387
1150000 392 391 392 388
1155000 392 391 392 388
1160000 392 391 392 388
1165000 392 391 392 388
1170000 391 392 392 388
1175000 392 390 392 388
1180000 391 390 391 388
1185000 391 390 392 388
1190000 389 390 392 388
1195000 390 390 391 388
1200000 390 389 391 388
1205000 391 389 390 387
1210000 391 389 391 387
1215000 391 391 392 387
1220000 391 391 391 387
1225000 391 391 391 387
1230000 391 391 390 387
1235000 390 391 389 387
1240000 392 391 389 386
1245000 391 391 389 387
1250000 391 391 388 387
1255000 391 391 390 387
1260000 389 391 389 386
1265000 389 391 387 387
1270000 389 391 388 386
1275000 389 390 388 386
1280000 390 390 387 387
1285000 390 390 388 387
1290000 390 390 387 386
1295000 390 389 387 386
1300000 391 389 387 386
1305000 390 390 387 387
1310000 390 390 388 387
1315000 390 391 388 387
1320000 391 391 387 387
1325000 390 389 388 388
1330000 391 390 389 388
1335000 390 390 389 388
1340000 390 389 388 387
1345000 390 390 387 387
1350000 389 389 386 387
1355000 390 390 388 387
1360000 390 390 387 387
1365000 389 389 387 388
1370000 390 389 388 387
1375000 389 389 389 386
1380000 390 389 390 386
1385000 389 389 391 388
1390000 389 389 390 388
1395000 388 389 389 388
1400000 389 389 390 387
1405000 389 389 389 388
1410000 389 390 389 386
1415000 388 389 390 386
1420000 388 389 390 385
1425000 387 389 391 387
1430000 388 389 391 388
1435000 388 389 390 389
1440000 388 390 389 388
1445000 388 390 390 388
1450000 388 391 391 388
1455000 388 391 389 387
1460000 388 389 389 386
1465000 387 388 388 386
1470000 388 389 389 386
1475000 388 389 388 387
1480000 388 388 388 386
1485000 388 388 388 386
1490000 388 388 388 386
1495000 388 388 388 387
1500000 388 389 388 387
1505000 389 388 389 388
1510000 389 388 389 388
1515000 388 387 389 388
1520000 388 388 389 388
1525000 387 388 388 388
1530000 388 387 388 387
1535000 388 388 388 387
1540000 387 386 388 388
1545000 388 386 388 388
1550000 388 387 388 389
1555000 388 386 388 389
1560000 387 386 387 389
1565000 387 388 387 388
1570000 386 388 386 389
1575000 388 386 388 388
1580000 388 386 388 388
1585000 388 384 387 388
1590000 388 384 387 387
1595000 388 385 386 386
1600000 388 385 387 386
1605000 388 386 386 386
1610000 387 387 388 386
1615000 387 387 387 387
1620000 389 387 387 387
1625000 387 387 387 386
1630000 387 387 386 385
1635000 387 388 388 385
1640000 388 388 387 387
1645000 387 388 387 387
1650000 387 388 387 387
1655000 388 388 387 387
1660000 388 388 386 386
1665000 388 389 386 385
1670000 387 389 386 386
1675000 387 388 386 386
1680000 388 388 386 386
1685000 388 388 386 385
1690000 389 388 387 387
1695000 389 388 386 386
1700000 388 388 387 387
1705000 388 388 387 386
1710000 388 388 386 387
1715000 387 388 386 387
1720000 387 389 385 387
1725000 387 389 386 387
1730000 387 389 387 387
1735000 388 389 386 387
1740000 387 389 385 387
1745000 387 389 385 387
1750000 387 389 385 387
1755000 387 388 385 387
1760000 386 389 386 388
1765000 387 390 386 389
1770000 388 389 387 388
1775000 387 388 386 387
1780000 388 390 386 388
1785000 387 389 387 388
1790000 387 389 388 388
1795000 387 389 388 387
1800000 387 389 388 387
1805000 387 389 388 387
1810000 387 390 388 387
1815000 387 390 388 387
1820000 387 390 388 387
1825000 388 389 387 387
1830000 388 389 389 387
1835000 388 390 388 387
1840000 388 390 388 386
1845000 387 390 389 386
1850000 388 390 388 386
1855000 388 390 389 386
1860000 388 389 390 386
1865000 388 390 391 386
1870000 388 390 390 386
1875000 389 390 391 386
1880000 389 390 391 386
1885000 389 390 391 387
1890000 387 390 391 385
1895000 387 391 391 384
1900000 387 391 391 385
1905000 388 391 391 384
1910000 388 391 391 384
1915000 389 391 391 385
1920000 389 391 390 386
1925000 388 392 391 386
1930000 388 392 391 386
1935000 388 392 390 386
1940000 388 392 390 386
1945000 388 392 390 385
1950000 389 391 390 384
1955000 388 391 390 384
