# Time-averaged data for fix ave_n
# TimeStep v_n_na_l v_n_cl_l v_n_na_r v_n_cl_r
5000 400 400 397 400
10000 400 400 398 400
15000 400 400 397 400
20000 400 400 397 400
25000 400 400 397 400
30000 400 400 396 400
35000 400 398 396 400
40000 400 397 396 400
45000 399 397 396 400
50000 399 397 395 400
55000 399 397 396 400
60000 399 398 394 400
65000 399 399 395 400
70000 399 399 394 400
75000 400 398 394 400
80000 398 398 394 400
85000 398 398 394 399
90000 398 398 394 400
95000 397 398 394 400
100000 397 398 394 399
105000 397 398 394 399
110000 397 398 395 399
115000 397 398 394 398
120000 398 397 393 398
125000 397 397 394 398
130000 396 398 394 398
135000 397 398 394 398
140000 397 398 393 397
145000 396 399 394 397
150000 398 397 394 397
155000 399 397 392 396
160000 399 398 392 396
165000 399 397 393 396
170000 397 398 392 396
175000 397 398 392 397
180000 397 397 393 397
185000 397 397 393 397
190000 397 398 394 396
195000 397 398 394 397
200000 397 398 395 395
205000 397 397 395 396
210000 397 396 393 397
215000 397 396 392 396
220000 397 396 392 395
225000 397 395 391 395
230000 397 394 391 394
235000 396 395 391 395
240000 397 395 391 394
245000 397 394 392 394
250000 395 396 392 394
255000 395 397 393 394
260000 395 396 393 394
265000 396 397 392 395
270000 395 395 392 396
275000 397 396 393 397
280000 395 396 392 396
285000 395 394 391 396
290000 395 395 391 396
295000 395 394 392 397
300000 395 393 392 397
305000 393 393 392 397
310000 393 393 392 397
315000 393 391 393 397
320000 392 391 393 397
325000 392 391 393 397
330000 394 391 393 397
335000 393 391 393 397
340000 394 391 393 398
345000 394 391 393 396
350000 393 391 393 395
355000 393 391 392 397
360000 392 392 392 397
365000 393 391 392 396
370000 393 392 392 397
375000 394 392 391 396
380000 393 392 391 397
385000 393 392 391 397
390000 393 392 391 397
395000 393 392 390 397
400000 393 392 390 397
405000 393 392 390 397
410000 394 392 390 396
415000 394 392 390 396
420000 394 392 390 397
425000 394 393 390 397
430000 393 393 390 397
435000 393 393 390 397
440000 393 393 390 397
445000 393 393 390 397
450000 393 393 390 397
455000 393 393 390 397
460000 393 393 390 397
465000 393 393 390 397
470000 393 393 390 397
475000 392 393 390 397
480000 392 393 390 397
485000 393 393 390 397
490000 392 394 390 397
495000 393 394 391 397
500000 392 394 390 397
505000 392 392 390 397
510000 392 394 391 397
515000 391 392 390 397
520000 391 393 389 397
525000 391 394 388 397
530000 391 392 389 397
535000 391 393 389 396
540000 391 394 390 396
545000 391 394 390 396
550000 391 394 390 396
555000 391 394 390 396
560000 391 394 390 397
565000 391 394 390 396
570000 392 394 390 396
575000 392 394 390 396
580000 392 394 390 396
585000 392 394 390 396
590000 392 394 391 396
595000 392 394 390 396
600000 393 394 390 396
605000 393 394 390 396
610000 392 394 390 396
615000 393 393 390 395
620000 393 392 391 396
625000 392 396 390 395
630000 392 394 388 395
635000 392 395 388 395
640000 392 395 388 395
645000 392 393 387 395
650000 392 393 387 394
655000 392 394 387 395
660000 392 394 387 394
665000 392 395 387 394
670000 392 394 387 394
675000 392 393 386 394
680000 391 393 387 393
685000 391 393 386 394
690000 391 394 387 394
695000 391 391 385 394
700000 391 391 387 395
705000 392 391 388 392
710000 391 392 388 392
715000 391 393 388 392
720000 391 394 388 391
725000 392 394 388 392
730000 392 394 390 392
735000 391 393 388 391
740000 391 392 388 392
745000 391 392 388 392
750000 392 392 388 392
755000 392 392 388 392
760000 392 393 388 391
765000 393 392 388 390
770000 393 393 387 390
775000 391 392 387 390
780000 392 392 387 391
785000 392 392 386 391
790000 393 392 385 391
795000 392 393 385 391
800000 392 392 384 391
