Voltage_V,mean,std,count,stderr
0.0,1.1499999999999915,6.3274534108649645,4,3.1637267054324822
0.001,1.0250000000000057,6.303636516593677,4,3.1518182582968386
0.05,1.0500000000000114,6.27189498211398,4,3.13594749105699
