# Time-averaged data for fix ave_n
# TimeStep v_n_na_l v_n_cl_l v_n_na_r v_n_cl_r
5000 399 399 399 400
10000 399 399 399 399
15000 400 398 398 398
20000 399 398 397 398
25000 399 398 397 398
30000 399 398 398 398
35000 399 397 398 398
40000 399 396 397 398
45000 399 396 399 398
50000 399 397 399 398
55000 399 396 398 398
60000 398 397 399 398
65000 397 397 398 398
70000 398 397 398 399
75000 397 397 398 399
80000 397 397 398 398
85000 397 397 398 398
90000 397 397 397 398
95000 397 396 397 398
100000 396 396 396 398
105000 397 395 396 398
110000 395 394 396 397
115000 397 393 396 396
120000 394 393 395 397
125000 394 393 395 397
130000 394 393 395 396
135000 397 392 395 396
140000 397 394 395 396
145000 395 393 395 396
150000 395 393 395 396
155000 395 393 395 396
160000 396 392 395 396
165000 396 393 395 396
170000 395 393 395 396
175000 395 391 395 396
180000 395 391 395 395
185000 396 392 395 397
190000 396 392 395 396
195000 396 393 394 396
200000 396 394 394 395
205000 395 394 393 396
210000 396 394 393 396
215000 395 392 393 397
220000 395 392 394 397
225000 395 392 393 396
230000 395 393 394 395
235000 395 394 393 395
240000 395 394 394 396
245000 395 394 394 397
250000 394 393 393 397
255000 394 393 393 397
260000 395 393 393 397
265000 393 393 393 397
270000 394 393 393 396
275000 395 394 392 396
280000 394 393 392 396
285000 393 394 393 397
290000 393 393 393 396
295000 394 392 392 396
300000 393 393 393 396
305000 392 393 393 396
310000 392 392 392 395
315000 393 393 393 396
320000 394 393 392 396
325000 394 393 391 396
330000 394 392 393 396
335000 395 393 394 396
340000 394 392 393 396
345000 393 392 391 396
350000 394 392 393 396
355000 394 393 393 395
360000 394 394 393 395
365000 394 393 392 395
370000 394 393 392 395
375000 394 393 393 395
380000 394 393 392 395
385000 394 393 392 395
390000 394 393 393 395
395000 393 393 393 395
400000 393 394 393 395
405000 393 393 392 395
410000 393 393 392 394
415000 392 393 392 394
420000 392 393 392 394
425000 392 393 393 394
430000 392 393 392 393
435000 391 393 392 395
440000 393 393 392 395
445000 393 393 391 394
450000 393 393 391 394
455000 392 394 390 395
460000 391 394 392 396
465000 391 394 390 396
470000 391 394 390 396
475000 391 395 391 395
480000 392 394 390 395
485000 391 393 390 396
490000 391 393 391 396
495000 392 393 390 394
500000 391 393 390 393
505000 391 393 389 393
510000 391 393 388 393
515000 391 393 386 393
520000 392 393 388 393
525000 392 392 386 393
530000 392 392 387 392
535000 391 391 387 394
540000 390 392 387 393
545000 391 392 387 393
550000 391 392 389 393
555000 392 393 388 393
560000 392 393 389 394
565000 392 394 390 393
570000 393 394 389 394
575000 392 394 389 392
580000 392 394 389 392
585000 394 394 388 393
590000 393 394 389 394
595000 393 393 388 393
600000 392 393 387 392
605000 393 394 387 392
610000 393 394 388 392
615000 393 394 387 393
620000 393 394 387 393
625000 393 394 387 393
630000 394 394 387 393
635000 393 392 387 393
640000 392 392 387 393
645000 391 392 386 394
650000 391 392 386 395
655000 391 393 386 394
660000 391 392 387 394
665000 391 392 387 394
670000 392 392 386 394
675000 391 393 385 393
680000 391 393 386 393
685000 390 393 385 392
690000 392 394 387 393
695000 391 394 387 393
700000 391 394 387 393
705000 390 393 387 393
710000 391 394 387 394
715000 390 394 385 395
720000 389 395 385 394
725000 390 395 383 394
730000 390 395 383 394
735000 390 395 383 394
740000 389 394 383 394
745000 389 394 383 393
750000 389 394 386 394
755000 389 394 385 394
760000 389 393 386 395
765000 389 393 385 395
770000 389 392 386 393
775000 389 392 385 394
780000 389 392 384 393
785000 389 392 386 393
790000 389 392 384 393
795000 389 392 385 393
800000 389 392 385 393
