# Time-averaged data for fix ave_n
# TimeStep v_n_na_l v_n_cl_l v_n_na_r v_n_cl_r
5000 400 400 398 399
10000 400 400 397 399
15000 400 399 397 399
20000 400 400 398 399
25000 400 399 397 399
30000 398 400 398 399
35000 397 400 396 398
40000 396 400 398 399
45000 397 400 397 399
50000 397 400 396 398
55000 397 399 395 398
60000 397 400 394 398
65000 397 399 394 399
70000 397 398 396 399
75000 397 398 396 398
80000 397 399 395 398
85000 395 400 395 398
90000 395 400 394 397
95000 395 400 396 397
100000 395 400 395 397
105000 396 400 396 397
110000 395 399 395 398
115000 395 399 395 398
120000 395 399 395 398
125000 395 397 396 397
130000 394 397 395 397
135000 395 397 396 396
140000 394 398 395 396
145000 395 397 395 396
150000 396 397 395 396
155000 396 397 396 397
160000 396 398 395 398
165000 396 397 395 398
170000 396 397 396 397
175000 396 397 396 398
180000 396 396 395 398
185000 395 396 396 397
190000 395 397 396 397
195000 395 397 397 395
200000 394 397 397 395
205000 395 398 397 395
210000 394 397 397 396
215000 395 397 397 396
220000 394 397 397 396
225000 394 397 396 395
230000 393 397 396 395
235000 394 397 396 395
240000 394 397 397 394
245000 394 397 395 395
250000 393 396 397 395
255000 393 396 394 396
260000 393 397 395 395
265000 393 396 395 395
270000 393 396 395 394
275000 393 396 395 395
280000 393 396 395 395
285000 393 395 394 395
290000 393 395 395 395
295000 394 395 395 394
300000 394 394 394 394
305000 394 395 395 395
310000 393 394 395 395
315000 393 394 394 394
320000 393 395 393 394
325000 392 396 392 394
330000 392 394 392 392
335000 392 394 392 394
340000 393 395 391 394
345000 392 395 392 394
350000 393 393 392 393
355000 393 394 391 393
360000 393 393 391 394
365000 394 394 391 394
370000 392 393 392 394
375000 392 393 392 394
380000 391 394 391 393
385000 393 394 391 394
390000 391 394 391 394
395000 390 394 391 395
400000 390 395 391 395
405000 389 394 391 394
410000 392 395 390 395
415000 392 394 390 395
420000 391 393 390 394
425000 391 393 390 395
430000 392 393 391 395
435000 391 392 392 395
440000 390 394 392 395
445000 391 393 392 395
450000 392 392 390 395
455000 391 394 389 394
460000 390 392 389 394
465000 391 392 389 393
470000 392 392 390 390
475000 391 393 390 391
480000 392 394 390 393
485000 392 395 389 391
490000 392 394 389 391
495000 392 394 389 392
500000 392 393 389 393
505000 392 392 389 393
510000 391 392 389 392
515000 391 393 389 393
520000 392 395 389 393
525000 390 394 389 392
530000 390 394 389 393
535000 391 394 389 392
540000 390 393 389 392
545000 390 392 389 395
550000 390 392 389 394
555000 391 392 390 394
560000 390 392 390 395
565000 391 392 389 394
570000 392 394 389 393
575000 391 394 389 392
580000 391 393 389 393
585000 390 394 390 392
590000 390 395 390 393
595000 389 395 390 394
600000 390 395 390 393
605000 388 395 389 393
610000 389 395 388 394
615000 389 394 389 393
620000 388 394 389 394
625000 390 393 389 393
630000 388 395 389 393
635000 389 393 389 393
640000 388 393 389 394
645000 389 393 389 394
650000 387 393 389 394
655000 387 394 388 394
660000 387 393 388 394
665000 387 393 388 394
670000 388 393 388 394
675000 387 394 390 394
680000 388 393 390 394
685000 387 394 388 395
690000 387 393 387 395
695000 387 392 386 396
700000 387 392 386 395
705000 386 391 387 395
710000 385 392 387 395
715000 384 392 387 395
720000 384 393 387 395
725000 385 392 387 395
730000 385 391 387 395
735000 385 391 388 395
740000 386 391 387 395
745000 384 391 387 395
750000 385 393 387 395
755000 386 392 387 395
760000 385 392 388 395
765000 385 392 388 395
770000 384 392 387 395
775000 386 392 387 395
780000 386 393 388 395
785000 386 393 387 395
790000 384 393 387 395
795000 385 392 387 395
800000 383 392 387 395
