# Time-averaged data for fix ave_n
# TimeStep v_n_na_l v_n_cl_l v_n_na_r v_n_cl_r
1590000 393 388 390 388
1595000 393 388 391 388
1600000 393 388 391 388
1605000 392 388 390 388
1610000 392 388 391 388
1615000 392 388 390 388
1620000 392 388 391 388
1625000 392 388 391 387
1630000 392 388 391 388
1635000 392 388 390 388
1640000 391 388 391 388
1645000 391 388 391 388
1650000 392 388 391 388
1655000 393 388 391 388
1660000 394 387 390 389
1665000 392 387 391 388
1670000 392 387 391 388
1675000 393 386 390 389
1680000 391 386 391 388
1685000 393 386 390 388
1690000 390 387 390 388
1695000 391 387 387 388
1700000 393 387 390 389
1705000 393 387 390 388
1710000 393 387 390 388
1715000 393 387 390 389
1720000 393 387 391 387
1725000 393 387 391 388
1730000 393 387 391 387
1735000 393 387 390 386
1740000 393 387 391 386
1745000 393 387 390 389
1750000 393 387 390 390
1755000 393 387 391 390
1760000 393 387 391 389
1765000 393 387 390 388
1770000 393 387 391 389
1775000 393 387 390 387
1780000 393 387 390 387
1785000 392 387 389 388
1790000 392 387 390 388
1795000 392 387 390 387
1800000 392 387 389 387
1805000 392 387 389 387
1810000 392 387 389 387
1815000 392 388 389 387
1820000 392 388 389 387
1825000 392 388 390 387
1830000 391 388 389 387
1835000 391 387 389 387
1840000 391 386 387 388
1845000 391 386 389 387
1850000 391 386 387 387
1855000 391 386 386 387
1860000 391 386 387 387
1865000 391 386 388 386
1870000 391 386 388 386
1875000 391 386 388 386
1880000 391 386 388 386
1885000 392 386 388 387
1890000 390 387 388 387
1895000 393 386 389 387
1900000 392 388 388 387
1905000 392 386 389 387
1910000 392 387 388 386
1915000 392 387 388 386
1920000 392 387 387 387
1925000 391 385 388 386
1930000 390 387 388 386
1935000 390 387 390 385
1940000 390 384 389 385
1945000 391 384 389 385
1950000 390 383 389 385
1955000 391 383 388 385
1960000 391 384 388 385
1965000 392 384 388 385
1970000 392 385 388 385
1975000 392 384 388 386
1980000 392 385 388 386
1985000 392 386 388 387
1990000 392 384 388 387
1995000 392 385 387 387
2000000 392 385 387 387
