# Time-averaged data for fix ave_n
# TimeStep v_n_na_l v_n_cl_l v_n_na_r v_n_cl_r
5000 399 400 399 399
10000 399 400 398 399
15000 399 400 399 399
20000 399 400 399 398
25000 398 400 400 397
30000 400 400 400 397
35000 400 400 400 397
40000 400 400 400 397
45000 399 400 400 397
50000 399 400 400 397
55000 399 398 400 397
60000 399 400 400 397
65000 400 399 399 398
70000 399 399 400 398
75000 398 399 399 397
80000 397 399 399 397
85000 396 398 399 398
90000 396 400 398 397
95000 396 399 398 397
100000 396 398 398 396
105000 396 399 398 397
110000 397 398 398 397
115000 397 397 398 397
120000 397 397 398 397
125000 397 397 399 397
130000 397 398 399 396
135000 397 397 399 395
140000 397 399 398 395
145000 397 398 400 395
150000 397 398 399 396
155000 397 398 399 396
160000 396 397 398 396
165000 395 397 398 396
170000 396 397 397 396
175000 396 396 397 396
180000 396 397 397 396
185000 396 396 398 396
190000 396 397 398 396
195000 397 397 398 396
200000 397 396 398 397
205000 397 396 397 397
210000 397 396 398 397
215000 397 396 397 397
220000 397 396 397 397
225000 397 396 396 397
230000 396 396 397 397
235000 396 396 397 397
240000 395 397 397 397
245000 396 396 396 397
250000 394 396 396 396
255000 394 395 396 397
260000 394 395 396 396
265000 394 396 396 397
270000 394 395 396 397
275000 394 396 396 397
280000 395 395 396 397
285000 394 395 396 397
290000 393 395 395 397
295000 394 395 397 397
300000 394 395 397 397
305000 394 396 397 397
310000 395 396 396 397
315000 395 396 394 397
320000 395 396 394 397
325000 395 396 394 397
330000 394 396 394 397
335000 395 396 394 397
340000 394 396 395 397
345000 394 395 395 397
350000 393 395 395 396
355000 393 394 395 396
360000 393 394 395 396
365000 392 394 394 396
370000 391 394 393 396
375000 391 394 393 396
380000 392 394 393 396
385000 393 394 393 397
390000 393 394 394 397
395000 393 394 394 397
400000 392 394 394 397
405000 392 393 393 397
410000 391 394 394 397
415000 392 394 393 397
420000 390 394 393 397
425000 389 393 394 397
430000 391 393 393 397
435000 389 393 394 397
440000 390 393 395 396
445000 391 393 396 396
450000 390 393 396 395
455000 390 393 394 394
460000 390 393 395 393
465000 391 393 394 393
470000 391 393 395 393
475000 391 392 394 392
480000 391 394 394 392
485000 391 394 395 393
490000 391 393 395 392
495000 390 394 394 392
500000 390 394 395 392
505000 389 394 394 392
510000 390 394 394 392
515000 389 393 395 391
520000 389 393 394 391
525000 390 394 394 392
530000 391 394 395 393
535000 391 394 395 392
540000 391 394 395 394
545000 391 393 394 393
550000 391 394 395 394
555000 391 394 395 394
560000 390 393 394 392
565000 390 393 393 392
570000 390 392 393 393
575000 391 392 395 393
580000 392 392 395 393
585000 391 392 393 394
590000 391 392 393 393
595000 391 392 395 393
600000 390 392 394 393
605000 390 391 395 393
610000 390 391 395 394
615000 388 392 396 395
620000 390 392 396 395
625000 388 391 396 394
630000 388 392 395 392
635000 388 392 395 392
640000 389 393 394 394
645000 389 392 394 394
650000 389 393 394 393
655000 389 392 394 393
660000 389 392 394 393
665000 389 393 394 393
670000 389 393 394 393
675000 390 393 394 393
680000 389 393 394 394
685000 390 393 394 394
690000 390 393 394 394
695000 389 393 394 394
700000 389 393 394 393
705000 390 392 394 394
710000 388 392 393 393
715000 390 392 394 395
720000 390 392 394 395
725000 390 391 394 395
730000 389 391 394 394
735000 389 391 394 394
740000 390 391 393 394
745000 389 391 392 394
750000 389 391 394 394
755000 389 391 393 394
760000 390 391 393 393
765000 389 392 393 392
770000 389 392 393 393
775000 390 392 394 393
780000 390 392 393 393
785000 390 392 393 394
790000 389 392 392 394
795000 388 392 392 393
800000 388 392 391 392
